z (m),u (m/s),V (1/s),T (K),rho (kg/m3),AR,H2,H,O,H2O,OH,O2,HO2,H2O2,CH2O,HCO,CO,CO2,N,NH,NO,N2,NO2,N2O,HNO,HONO,NO3,HNO3,NH2,NNH,NH3,HCN,CN,NCO,HOCN,HNCO,HNC,C2N2,NCN,CNO,HCNO,H2CN,H2CNH,H2CNO,H2CNNO,H2CNNO2,HMX,HMXR,HMXRO,HCOOH,HOCO,OCHO,ONNO2,ONTNTA,INT279a,INT249a,INT202a,INT101a,INT121a,INT121b,INT90a,INT62a,INT206e,INT132a,INT86a,INT86e,INT162b,INT132d,CH2NHCHO,CH2NCO,INT105a,INT75f,INT120b,INT295a,INT74a,INT92a,INT250a,INT220a,INT191d,INT117b,INT233a,INT232a,RDXRO,INT176,INT149,MNH
0.0003,5.66986565116,0.0,2612.63685176,0.11728672968822967,-2.66473558754e-20,0.0747225871628,0.00534736715438,0.000253766783395,0.22594928723,0.00364621469362,0.000292132634805,1.98387438827e-07,1.43889042341e-08,7.32606052013e-07,2.49293008399e-07,0.178930436419,0.0511933483975,2.53377446797e-05,0.000279867917602,0.0996269487825,0.2389546878,4.86488220526e-06,0.00510296174975,2.65368197054e-05,7.80054065186e-08,4.61981231448e-13,2.00136865301e-12,0.00109524362487,1.46651371245e-06,0.00409395126626,0.0681631857708,0.000281293278142,0.000328806026172,0.000274056976004,0.0118326186566,0.00832086842975,0.00074981702444,1.50901456138e-05,7.75084242285e-07,8.62650291402e-06,2.7660499123e-07,0.000866384526521,1.65773399234e-10,7.87003028538e-14,7.21691361062e-19,3.58851213376e-36,1.06663162601e-36,2.30483281504e-29,0.0196099069232,1.00500930467e-08,2.25709311707e-09,1.22448019355e-13,4.58504134699e-27,8.98515175587e-40,1.08799202124e-35,6.03734650628e-20,3.66659306832e-18,4.55602115946e-35,1.68683453593e-34,8.03162983496e-22,5.31187089754e-15,2.55507939589e-67,1.02660481898e-37,1.44730489395e-23,7.86000249764e-26,4.9392076937e-51,1.42586329699e-38,3.35380560859e-15,2.49412205675e-13,4.22306924502e-32,1.46094285896e-19,2.74318097085e-26,3.00128331126e-47,2.58199899232e-21,1.63607117193e-28,2.62042600247e-33,1.60304051725e-33,1.11041501931e-32,2.94640453441e-29,1.31725229531e-09,3.56371435407e-20,2.30216583387e-33,4.63050081047e-32,1.85843964752e-31,9.68660676934e-18
0.000309375,5.73395162042,0.0,2638.04796404,0.1159758651656725,-2.66099687468e-20,0.0761257724887,0.00546342477554,0.000253245377062,0.224885376577,0.00373122562657,0.000288940669183,2.11872009864e-07,1.38759076161e-08,3.93976821109e-07,2.38628690183e-07,0.181948707404,0.0519288702348,2.74317952319e-05,0.000289630185083,0.096564117316,0.242533599875,5.00767992995e-06,0.00444009282119,2.53738845519e-05,7.09710638317e-08,4.90397667991e-13,1.93432973219e-12,0.0011133237581,1.42112150722e-06,0.00414790979708,0.0646683792251,0.00027699979004,0.000325061762887,0.000268407234257,0.01154756499,0.0081132954881,0.000684330043876,1.49938703179e-05,7.37864669403e-07,8.03060519629e-06,2.4203555819e-07,0.000758627123904,1.16538208832e-10,6.40214461988e-14,4.83449412874e-19,3.21706153988e-36,9.74168398328e-37,8.5273571329e-31,0.0195589150808,1.03492188529e-08,2.39172135535e-09,1.20939795632e-13,4.33888852731e-27,9.1698248529e-40,9.740131654e-36,6.05716991072e-20,3.76529409728e-18,4.2239699679e-35,1.56145475315e-34,7.72886665833e-22,5.07707146592e-15,7.91558743284e-68,4.62037135959e-38,6.12566279932e-24,3.33613249207e-26,2.30560153859e-51,1.26994154002e-38,2.67481143311e-15,2.17427125595e-13,2.21176670361e-32,1.45852565188e-19,2.56570891166e-26,2.9090907909e-47,1.40787325981e-21,9.74212137126e-29,1.00426178663e-34,6.04786994391e-35,4.35231210851e-34,2.83094797726e-29,1.31462299121e-09,3.83672300272e-20,8.51139513896e-35,1.78997057215e-33,7.92404801009e-33,9.10397609362e-18
0.00031875,5.79505267788,0.0,2662.19405314,0.11475305522838444,-2.65742122787e-20,0.0774939395181,0.00558007583591,0.000253148766794,0.223830440297,0.00381581979181,0.000285784960652,2.25692045006e-07,1.34508469048e-08,2.09666057016e-07,2.35589492994e-07,0.184902492763,0.0526269486655,2.95723586612e-05,0.000298874677822,0.0936012249028,0.245941435579,5.13416938168e-06,0.00388311080054,2.43675836252e-05,6.49342372195e-08,5.18062647968e-13,1.87182176502e-12,0.00112740907386,1.37486370102e-06,0.00418522063888,0.0613149708657,0.000272068289556,0.00032030151177,0.000262149512987,0.0112328657677,0.00789129083018,0.000622618053909,1.48692348598e-05,7.01381722049e-07,7.47406070294e-06,2.12759658692e-07,0.000664427294542,8.36918944905e-11,5.24760594607e-14,3.42879586683e-19,2.89742163476e-36,8.92720571008e-37,3.01067583151e-32,0.0195089112804,1.06498963963e-08,2.52779634227e-09,1.19073761258e-13,4.11851000764e-27,9.32248800268e-40,8.762810684e-36,6.06459208035e-20,3.85269542444e-18,3.92644783666e-35,1.44935902877e-34,7.42804145739e-22,4.84563061501e-15,2.55842962474e-68,2.05256184154e-38,2.57463527396e-24,1.40588904335e-26,1.09464804387e-51,1.16029746297e-38,2.20848478501e-15,1.90579460363e-13,1.14205009224e-32,1.44802947685e-19,2.3909768465e-26,2.81289072485e-47,7.84253553006e-22,6.09916859571e-29,3.66401354935e-36,2.17447752043e-36,1.62157303669e-35,2.69944942674e-29,1.31208574992e-09,4.10269902815e-20,3.00304907328e-36,6.62246991457e-35,3.28464740456e-34,8.50145593628e-18
0.000328125,5.85332468119,0.0,2685.13782319,0.11361064629364592,-2.65399529179e-20,0.0788245155273,0.00569840874576,0.000253577333156,0.222789966753,0.00390081402003,0.000282785022217,2.3985432119e-07,1.31049050766e-08,1.11178936108e-07,2.37426090967e-07,0.187787061565,0.0532891153977,3.17577001785e-05,0.00030761317621,0.0907384729918,0.249191191474,5.24481780035e-06,0.00341473881278,2.34963608307e-05,5.97311024768e-08,5.44683283635e-13,1.81376668029e-12,0.00113770979025,1.32882267349e-06,0.00420592695861,0.0580985865904,0.000266639162925,0.000314713483243,0.000255366919668,0.0108937504589,0.00765736450851,0.000564846974509,1.47130329522e-05,6.65835352343e-07,6.95404343955e-06,1.87859317866e-07,0.000582005355492,6.15274269021e-11,4.33246860452e-14,2.56667162317e-19,2.62130675251e-36,8.20823813863e-37,1.12156304007e-33,0.019459804217,1.09542986616e-08,2.66570277423e-09,1.16905741628e-13,3.92111291976e-27,9.4464499893e-40,7.92119801242e-36,6.06063848805e-20,3.92908770613e-18,3.66174578616e-35,1.34981396356e-34,7.13604048069e-22,4.6224288994e-15,8.66101633178e-69,9.06266071093e-39,1.08147943289e-24,5.92002594963e-27,5.26880766902e-52,1.07674948519e-38,1.86761801167e-15,1.67915238739e-13,5.85893137537e-33,1.43109371917e-19,2.22263064021e-26,2.71453370769e-47,4.55907370501e-22,4.06943870185e-29,1.40741890514e-37,8.2391411619e-38,6.35151244105e-37,2.55811030938e-29,1.30963108719e-09,4.35987289175e-20,1.1141698146e-37,2.47714774225e-36,1.34518744942e-35,7.89157575988e-18
0.0003375,5.9089074231,0.0,2706.93610531,0.11254195613169049,-2.65070761806e-20,0.0801154841178,0.00581934610188,0.000254596699587,0.221768299271,0.00398688327881,0.000280040759939,2.54369887283e-07,1.28302337375e-08,5.95163377343e-08,2.42427113643e-07,0.190598508965,0.0539168805639,3.39847682999e-05,0.000315840757236,0.0879757126055,0.25229430039,5.3402123992e-06,0.00302009185236,2.27414451863e-05,5.52281327644e-08,5.69989987706e-13,1.7600263435e-12,0.00114442309032,1.28373170133e-06,0.00421026763273,0.0550148671994,0.0002608267211,0.000308455959044,0.000248136756274,0.0105350439475,0.0074137994311,0.000511067362267,1.45224921264e-05,6.31374042217e-07,6.46796789018e-06,1.66587237648e-07,0.00050982942989,4.63482529686e-11,3.60166004524e-14,2.00992944213e-19,2.38188781384e-36,7.57216276631e-37,1.35397811656e-34,0.019411518731,1.12641938825e-08,2.80577767183e-09,1.14488016425e-13,3.74419198503e-27,9.54479620191e-40,7.19342191829e-36,6.04632358652e-20,3.99484278632e-18,3.42721605968e-35,1.26175641719e-34,6.85713632512e-22,4.41040580429e-15,3.08384202032e-69,4.02891498319e-39,4.59719652274e-25,2.52233121043e-27,2.58579576195e-52,1.00762785457e-38,1.60493706855e-15,1.48675599862e-13,3.02770744357e-33,1.40909949258e-19,2.06290928959e-26,2.61550747983e-47,2.82957624883e-22,2.90594469559e-29,1.7483934863e-38,1.01047328302e-38,8.0317828895e-38,2.41177525498e-29,1.30725104653e-09,4.60671031371e-20,1.30900875871e-38,2.05728362082e-37,7.27487444514e-37,7.28485034739e-18
0.000346875,5.96192587039,0.0,2727.64046728,0.11154113862765327,-2.64754848317e-20,0.0813653250909,0.00594364783883,0.000256243974561,0.220768793809,0.00407456673376,0.000277633749301,2.69251939205e-07,1.26198896638e-08,3.29204367572e-08,2.49542986764e-07,0.193333660254,0.0545117139873,3.62489521195e-05,0.00032353731586,0.0853124941564,0.255260714359,5.42102347571e-06,0.00268649466992,2.20861597756e-05,5.13159066254e-08,5.93744951755e-13,1.71041695194e-12,0.00114772974558,1.240036674e-06,0.00419865754085,0.0520595493427,0.000254721925807,0.00030165980628,0.000240530848948,0.0101611550808,0.0071626686194,0.000461243928524,1.42955052715e-05,5.98103220527e-07,6.01347417083e-06,1.4833377022e-07,0.000446579852913,3.57692986556e-11,3.01384212506e-14,1.62887454116e-19,2.17351267004e-36,7.00809921204e-37,9.27752173229e-35,0.0193639942568,1.15809835927e-08,2.94830288497e-09,1.11868753627e-13,3.58550534471e-27,9.62031896984e-40,6.56151515599e-36,6.02262943221e-20,4.05039015243e-18,3.21963079584e-35,1.18392518956e-34,6.59343806228e-22,4.21093767025e-15,1.16928961629e-69,1.84551056837e-39,2.02294470286e-25,1.11234487463e-27,1.31798164148e-52,9.46405604251e-39,1.39409433396e-15,1.32253695876e-13,1.61393696631e-33,1.38316003916e-19,1.91294762128e-26,2.51697541014e-47,1.90599231794e-22,2.20738194335e-29,1.23048126694e-38,7.02691739505e-39,5.74901715703e-38,2.26402135604e-29,1.30493908747e-09,4.84190216625e-20,8.86152221308e-39,1.14936739971e-37,2.06036759909e-37,6.68988516882e-18
0.00035625,6.01249165552,0.0,2747.2978391,0.11060306410347848,-2.64450968529e-20,0.0825729522874,0.0060719202865,0.000258534649212,0.219793964814,0.00416427971274,0.000275629005913,2.84514035457e-07,1.2467754556e-08,1.94950833679e-08,2.58135337513e-07,0.195989983178,0.0550750343511,3.85439246028e-05,0.000330670172897,0.0827481067985,0.258099028232,5.48798078635e-06,0.00240326599503,2.15155736607e-05,4.79043205992e-08,6.15748041647e-13,1.66472382528e-12,0.00114779350261,1.19795895681e-06,0.00417166740514,0.0492285073694,0.000248395997234,0.000294432168226,0.000232616059262,0.00977607960571,0.0069058556511,0.000415279195849,1.40307891856e-05,5.66092756168e-07,5.58841020503e-06,1.3260045103e-07,0.000391118325493,2.82511913851e-11,2.53775264215e-14,1.35292884123e-19,1.99148872176e-36,6.50667200924e-37,8.21479223211e-35,0.0193171830559,1.19057313013e-08,3.09349843787e-09,1.09091844722e-13,3.44305231593e-27,9.67550085242e-40,6.01065989037e-36,5.99049794468e-20,4.09620243307e-18,3.03549219298e-35,1.11497397055e-34,6.34537322362e-22,4.02421939638e-15,4.8444423545e-70,9.02412443335e-40,9.54320823805e-26,5.25831347736e-28,7.20694456042e-53,8.89562857455e-39,1.2197929262e-15,1.18161829432e-13,9.19824404556e-34,1.35414035256e-19,1.77307485075e-26,2.41982706161e-47,1.39666719013e-22,1.76136019347e-29,1.11712454162e-38,6.30868486261e-39,5.30355753586e-38,2.11735767526e-29,1.30268994173e-09,5.06435771693e-20,7.82249844815e-39,1.00362111898e-37,1.67580475062e-37,6.11353732465e-18
0.000365625,6.06070467897,0.0,2765.9511202,0.10972321458015559,-2.64158433461e-20,0.0837376522223,0.00620462963199,0.00026146897933,0.218845617928,0.00425632881091,0.000274077018597,3.00168699228e-07,1.23684601794e-08,1.28645167698e-08,2.678136257e-07,0.198565510162,0.0556082043486,4.0861586834e-05,0.000337197224242,0.0802816093074,0.260816626071,5.54185719908e-06,0.00216148884414,2.10163135825e-05,4.49188662414e-08,6.35840660587e-13,1.62271508806e-12,0.00114476260817,1.15755371292e-06,0.00413000351175,0.046517771429,0.00024190406675,0.000286860476978,0.000224454779656,0.0093834127604,0.00664507256604,0.000373032081604,1.3727965877e-05,5.35383536105e-07,5.19081262206e-06,1.18978745522e-07,0.000342461406422,2.27962920245e-11,2.14957803138e-14,1.14324632192e-19,1.83191043739e-36,6.05981250372e-37,7.38715377489e-35,0.0192710483719,1.22391947815e-08,3.24151945501e-09,1.06196941237e-13,3.31505357091e-27,9.71253239446e-40,5.52859641663e-36,5.95082902619e-20,4.13278554249e-18,2.87127502058e-35,1.05355886347e-34,6.11215446351e-22,3.84961762277e-15,2.26640445614e-70,4.90347384705e-40,5.02261070091e-26,2.77287503612e-28,4.39228214392e-53,8.35283794715e-39,1.0726680786e-15,1.06006200362e-13,5.83510601225e-34,1.32269270338e-19,1.64307862105e-26,2.32472983443e-47,1.10015048472e-22,1.45638460257e-29,1.02835482557e-38,5.74697700793e-39,4.95582699077e-38,1.97346044119e-29,1.30049945262e-09,5.27319870766e-20,7.01690902812e-39,9.00049063272e-38,1.50358285506e-37,5.56109891386e-18
0.000375,6.10665471345,0.0,2783.63974436,0.10889759306889164,-2.63876664824e-20,0.0848590258229,0.00634211812208,0.000265037402544,0.217924968821,0.00435092818534,0.000273015864391,3.1622638264e-07,1.23173179239e-08,9.6780111116e-09,2.78331720565e-07,0.201058770594,0.0561125301064,4.3192103424e-05,0.000343070259255,0.0779118544149,0.263419836556,5.583456263e-06,0.00195378126847,2.05764413405e-05,4.22977013817e-08,6.53907584585e-13,1.58415315228e-12,0.00113877277773,1.11876079437e-06,0.00407448763951,0.0439235299602,0.000235288559883,0.000279016286064,0.000216105326581,0.00898636781889,0.00638187499794,0.000334332232883,1.33875755867e-05,5.05993165504e-07,4.81888760362e-06,1.07132961568e-07,0.000299757876213,1.87532272832e-11,1.83105135544e-14,9.77887052921e-20,1.6915201605e-36,5.66058521926e-37,6.6796435077e-35,0.0192255626109,1.25818619051e-08,3.39245646846e-09,1.03219589732e-13,3.19993250782e-27,9.73334761552e-40,5.10515239291e-36,5.9044807697e-20,4.16067108597e-18,2.72360229379e-35,9.98401086643e-35,5.89219947031e-22,3.68597627705e-15,1.21950028557e-70,3.03078828902e-40,3.01787139929e-26,1.66915496783e-28,3.04892463996e-53,7.82692221866e-39,9.4663372667e-16,9.54673699989e-14,4.2159213027e-34,1.28929861579e-19,1.52242034322e-26,2.23217561217e-47,9.14225033604e-23,1.23386670018e-29,9.50442078511e-39,5.25983630077e-39,4.64506716728e-38,1.83340198411e-29,1.29836440931e-09,5.4677526811e-20,6.32998345875e-39,8.12077003282e-38,1.3615883195e-37,5.03648485318e-18
0.000384375,6.15042293568,0.0,2800.4001888,0.10812264570297365,-2.63605175706e-20,0.0859369349193,0.00648462150524,0.000269224874825,0.217032748036,0.00444821570388,0.000272473276499,3.32694749713e-07,1.23102521514e-08,8.20803320189e-09,2.89524474161e-07,0.203468732445,0.0565892634552,4.55240141552e-05,0.000348238192369,0.0756375083292,0.265914087419,5.61360182842e-06,0.00177407742071,2.01853528641e-05,3.99893235561e-08,6.698768854e-13,1.54880361871e-12,0.00112995095538,1.08144697672e-06,0.00400603747716,0.0414421224751,0.000228582166815,0.000270958663658,0.000207622210054,0.00858779791486,0.00611767486122,0.000298990911507,1.30110354238e-05,4.77920846564e-07,4.4709925106e-06,9.67864998207e-08,0.000262269494504,1.56923587731e-11,1.5680649511e-14,8.43937249519e-20,1.56759467878e-36,5.30303406692e-37,6.06994597175e-35,0.0191807056202,1.2933988394e-08,3.5463384865e-09,1.00191413216e-13,3.09629729506e-27,9.73966597992e-40,4.73186409165e-36,5.85227000705e-20,4.18040976051e-18,2.58936349024e-35,9.48328523539e-35,5.68348621258e-22,3.53186575727e-15,7.44289764172e-71,2.10818905814e-40,2.04756412985e-26,1.13440702815e-28,2.38200777609e-53,7.31418841701e-39,8.37496603494e-16,8.62850606679e-14,3.43082176518e-34,1.25431080841e-19,1.41039864758e-26,2.14252005723e-47,7.87439900528e-23,1.06260219191e-29,8.8155913053e-39,4.83415427506e-39,4.36538600648e-38,1.69784860679e-29,1.29628238459e-09,5.6475446175e-20,5.73940804826e-39,7.36450812171e-38,1.23926554731e-37,4.54241564287e-18
0.00039375,6.19208333879,0.0,2816.26642225,0.10739519538307737,-2.63343552992e-20,0.0869714545004,0.00663228649614,0.000274014171088,0.216169292217,0.00454826807075,0.00027246857998,3.49578230577e-07,1.23437374865e-08,7.58026428823e-09,3.01270147391e-07,0.205794752105,0.0570396059137,4.78444067007e-05,0.000352650036745,0.0734570669024,0.26830405203,5.63312873425e-06,0.00161742523555,1.98336812182e-05,3.79507066951e-08,6.83718187013e-13,1.51644167922e-12,0.00111841931586,1.04543944209e-06,0.00392564775572,0.0390700269452,0.000221810345435,0.000262737040543,0.00019905629249,0.00819021934483,0.00585375102039,0.000266809147954,1.26005582784e-05,4.51151504895e-07,4.14561880942e-06,8.77107817681e-08,0.000229354690975,1.33267973519e-11,1.34965121852e-14,7.33371771645e-20,1.45785228347e-36,4.9820461583e-37,5.54209200977e-35,0.0191364631144,1.32956357e-08,3.70313811009e-09,9.71403137223e-14,3.002923471e-27,9.73303368988e-40,4.40166967779e-36,5.79497249382e-20,4.19256513167e-18,2.46578682811e-35,9.0230049847e-35,5.48383629884e-22,3.38577457229e-15,4.96739429944e-71,1.5941602532e-40,1.51494278552e-26,8.40628941006e-29,2.02208915517e-53,6.81363462523e-39,7.42218469575e-16,7.82462668767e-14,3.03737134037e-34,1.21799106231e-19,1.30626457093e-26,2.05601420234e-47,6.93893380344e-23,9.25473635558e-30,8.20465438781e-39,4.46074630702e-39,4.11312171759e-38,1.56721594715e-29,1.29425158262e-09,5.81228643185e-20,5.22925105091e-39,6.71118039472e-38,1.13322899118e-37,4.08059022538e-18
0.000403125,6.23170399954,0.0,2831.27029217,0.10671238557661351,-2.63091441778e-20,0.0879628312182,0.00678518735816,0.00027938826983,0.215334622498,0.00465111439422,0.00027301444423,3.6687779944e-07,1.24147403928e-08,7.35992347455e-09,3.13469023655e-07,0.20803653118,0.0574647135223,5.01391362321e-05,0.000356257512926,0.0713688696091,0.270593783795,5.6428741088e-06,0.00147980424862,1.95131984548e-05,3.61457986685e-08,6.95439576432e-13,1.48685633281e-12,0.00110429908553,1.01055111834e-06,0.00383437227061,0.0368038448061,0.000214993355964,0.00025439350064,0.000190454864402,0.0077958352173,0.00559125836879,0.000237583776638,1.21590454349e-05,4.25659238807e-07,3.84137658054e-06,7.9716326956e-08,0.000200454765427,1.14623120848e-11,1.16722873919e-14,6.40891338101e-20,1.3603763957e-36,4.69323179992e-37,5.08314488579e-35,0.0190928252775,1.36667074744e-08,3.86277801172e-09,9.40906847103e-14,2.91873716687e-27,9.71486012942e-40,4.10865977249e-36,5.73332256251e-20,4.19770754479e-18,2.35047631382e-35,8.59419794282e-35,5.29112708471e-22,3.24624729787e-15,3.49526053587e-71,1.26498294038e-40,1.17960705345e-26,6.55495377925e-29,1.80018592056e-53,6.32566813123e-39,6.58509800956e-16,7.11759128894e-14,2.8243986931e-34,1.18054187813e-19,1.20929576051e-26,1.97282898699e-47,6.20382778792e-23,8.12632971149e-30,7.66124034681e-39,4.13204490339e-39,3.88514302902e-38,1.44178005216e-29,1.29227070043e-09,5.9618642533e-20,4.78663837764e-39,6.14430322957e-38,1.04091353128e-37,3.65184657454e-18
0.0004125,6.26934818947,0.0,2845.44185448,0.10607163295139653,-2.62848531912e-20,0.088911448199,0.00694334099201,0.000285331970665,0.214528511063,0.00475674791802,0.000274118426789,3.84590930103e-07,1.25206652791e-08,7.33426473622e-09,3.26031840411e-07,0.210194079023,0.0578657018963,5.23930790343e-05,0.000359017234634,0.0693711122141,0.272786835988,5.64366914177e-06,0.00135796501423,1.92167166547e-05,3.45443029491e-08,7.05083516732e-13,1.45985281069e-12,0.00108771388702,9.76598864991e-07,0.00373330692223,0.0346402855958,0.000208147859328,0.000245964555865,0.000181861667819,0.00740655878777,0.00533123569933,0.000211111853193,1.16899642132e-05,4.01410168951e-07,3.5569807203e-06,7.26455556225e-08,0.000175082216989,9.96544957231e-12,1.01404098276e-14,5.62785808512e-20,1.27355271536e-36,4.43281945244e-37,4.68252426151e-35,0.0190497855536,1.40469834734e-08,4.0251381756e-09,9.10636287368e-14,2.8427990891e-27,9.68644742962e-40,3.84787405046e-36,5.66801233482e-20,4.19640814399e-18,2.24142248109e-35,8.18935228486e-35,5.10343844626e-22,3.11197568628e-15,2.52883384607e-71,1.02806387871e-40,9.43234161787e-27,5.24843759983e-29,1.6403252455e-53,5.85141504349e-39,5.84594615128e-16,6.49294795691e-14,2.69281303184e-34,1.14213116266e-19,1.11883837692e-26,1.89307381869e-47,5.59973441324e-23,7.18043881292e-30,7.17658983559e-39,3.84175357112e-39,3.67873756588e-38,1.3217485616e-29,1.29033880571e-09,6.0963236841e-20,4.40106600414e-39,5.6504323654e-38,9.60226098157e-38,3.25630894837e-18
0.000421875,6.30507533028,0.0,2858.80965143,0.1054705876080843,-2.62614546639e-20,0.0898177959092,0.00710672016989,0.0002918328967,0.213750537021,0.00486513582717,0.00027578430107,4.02711685402e-07,1.26593052055e-08,7.40059889693e-09,3.38873984055e-07,0.212267679935,0.058243651067,5.45904086637e-05,0.00036089245131,0.0674618587469,0.274886366101,5.6363313564e-06,0.00124929010825,1.89379903306e-05,3.31206860372e-08,7.12722104443e-13,1.43525360849e-12,0.00106879242803,9.43415657127e-07,0.00362357386577,0.0325761524823,0.000201288129979,0.000237482474589,0.000173316895473,0.00702403612891,0.0050746126865,0.000187193850198,1.11972196317e-05,3.783647645e-07,3.29123882818e-06,6.6366976897e-08,0.000152810869415,8.74310776995e-12,8.84735749599e-15,4.96325813989e-20,1.19601746597e-36,4.19756443831e-37,4.33153257873e-35,0.0190073396262,1.44361501384e-08,4.19006340586e-09,8.807717874e-14,2.77428940449e-27,9.64901260995e-40,3.61513507605e-36,5.59969068923e-20,4.18923308409e-18,2.13699392282e-35,7.80237406537e-35,4.91914325747e-22,2.98185116202e-15,1.85483675907e-71,8.44126466013e-41,7.63879279513e-27,4.25571583449e-29,1.50897204731e-53,5.39233806909e-39,5.19065758514e-16,5.93871620453e-14,2.59680957516e-34,1.10291011664e-19,1.0343252926e-26,1.8168103471e-47,5.08828858065e-23,6.37735032991e-30,6.74328173798e-39,3.58461220992e-39,3.49155376275e-38,1.20729965435e-29,1.2884552318e-09,6.21585342572e-20,4.06391869121e-39,5.21854224397e-38,8.89444740234e-38,2.89352140446e-18
0.00043125,6.33894180054,0.0,2871.40094342,0.10490709978459954,-2.62389233254e-20,0.0906824486089,0.00727526475629,0.000298882022561,0.21300013281,0.00497622717327,0.000278013172849,4.21230900795e-07,1.28287970902e-08,7.50980995852e-09,3.5191295152e-07,0.21425786413,0.0585996098312,5.67148846487e-05,0.000361854354666,0.0656390531823,0.276895224829,5.62165749039e-06,0.00115167570429,1.86716225408e-05,3.18533656666e-08,7.18451985499e-13,1.41289848716e-12,0.00104767045086,9.10857934394e-07,0.00350630683169,0.0306083293809,0.000194426941873,0.000228976243084,0.000164857188186,0.0066496679717,0.00482221623185,0.00016563593752,1.0685026886e-05,3.56479718446e-07,3.04304069386e-06,6.07704899722e-08,0.000133267505413,7.72932950626e-12,7.7504812001e-15,4.39426150119e-20,1.12661476869e-36,3.98467013813e-37,4.02298462042e-35,0.0189654845775,1.48338274343e-08,4.35737072025e-09,8.51465221103e-14,2.71249364775e-27,9.60370271331e-40,3.40691239149e-36,5.52896220139e-20,4.17673806745e-18,2.03591519941e-35,7.42849695655e-35,4.73695201408e-22,2.85498718666e-15,1.36922736575e-71,6.95406359195e-41,6.22104646592e-27,3.46985589381e-29,1.39163419363e-53,4.95001154782e-39,4.60790012776e-16,5.44492229034e-14,2.51548151246e-34,1.06302506636e-19,9.55278220183e-27,1.74406257128e-47,4.64666110809e-23,5.68912552218e-30,6.35500978726e-39,3.3562091393e-39,3.32155048069e-38,1.09859745577e-29,1.28661948967e-09,6.32076777165e-20,3.76809466304e-39,4.83954494659e-38,8.27145617415e-38,2.56256753547e-18
0.000440625,6.37100160572,0.0,2883.24190162,0.104379192025433,-2.6217235559e-20,0.0915060457954,0.00744889090929,0.000306473850756,0.212276622331,0.0050899590539,0.0002808043982,4.40136427466e-07,1.30275811972e-08,7.63842278298e-09,3.6506758937e-07,0.216165381753,0.0589345994544,5.87501451971e-05,0.00036188297614,0.0639005310545,0.278816030508,5.60041711542e-06,0.00106343208749,1.84129766053e-05,3.07240447114e-08,7.22389202358e-13,1.39264375097e-12,0.00102449193415,8.788092091e-07,0.00338263765439,0.0287337699795,0.000187576187232,0.000220472238462,0.000156515646483,0.00628463065232,0.00457477636206,0.000146251579069,1.01577895135e-05,3.35709439304e-07,2.8113492524e-06,5.57635796237e-08,0.000116124765611,6.87667082891e-12,6.81560000859e-15,3.90450261839e-20,1.06436153447e-36,3.79172039094e-37,3.75091537766e-35,0.0189242182148,1.52395918072e-08,4.52685634962e-09,8.22842265863e-14,2.65678973353e-27,9.55160391313e-40,3.22021124551e-36,5.45638625081e-20,4.15946334204e-18,1.93723553731e-35,7.06416022081e-35,4.55592218182e-22,2.73071946012e-15,1.01357834349e-71,5.72873679253e-41,5.07697651564e-27,2.83477534898e-29,1.28223272198e-53,4.52597770844e-39,4.08842282337e-16,5.003228294e-14,2.43938839867e-34,1.02262427599e-19,8.81300022093e-27,1.67482424637e-47,4.26007882531e-23,5.09500306126e-30,6.00639753403e-39,3.15282922848e-39,3.16695280648e-38,9.95792160247e-30,1.28483119599e-09,6.41148851295e-20,3.50771046683e-39,4.50591208855e-38,7.72145601914e-38,2.26217660744e-18
0.00045,6.4013069259,0.0,2894.35776704,0.10388503593028534,-2.6196368814e-20,0.0922892779703,0.00762749836386,0.000314606338365,0.21157925196,0.00520626123529,0.000284156320129,4.59413406216e-07,1.32543646014e-08,7.77505235968e-09,3.78258248658e-07,0.217991179398,0.0592496166586,6.06799967755e-05,0.0003609677149,0.0622440310999,0.280651230263,5.57334710994e-06,0.000983201130032,1.81580947021e-05,2.97171631335e-08,7.24664195651e-13,1.37436105371e-12,0.000999409591283,8.47180905472e-07,0.00325368402958,0.0269494887302,0.000180747284083,0.000211994684199,0.000148321866426,0.0059298961428,0.0043329318142,0.000128862618928,9.61998654596e-06,3.16007220327e-07,2.59519285287e-06,5.12682307482e-08,0.000101095106103,6.15049121876e-12,6.01516694614e-15,3.48089659639e-20,1.00841854755e-36,3.61662182376e-37,3.51034870065e-35,0.0188835385443,1.56529953264e-08,4.69830215377e-09,7.95004665313e-14,2.60663611478e-27,9.49374583063e-40,3.05248141993e-36,5.38247644228e-20,4.13792927764e-18,1.84029183922e-35,6.70686760905e-35,4.37544211818e-22,2.60859095418e-15,7.51028616154e-72,4.71165364633e-41,4.14461512185e-27,2.31649163912e-29,1.17835389644e-53,4.12164805436e-39,3.62457964859e-16,4.6066349975e-14,2.36432035533e-34,9.81860873145e-20,8.12061966465e-27,1.60906437239e-47,3.91819305671e-23,4.57892871348e-30,5.69284514702e-39,2.97133093071e-39,3.02621362143e-38,8.99011821035e-30,1.28309001614e-09,6.48852679524e-20,3.27786786688e-39,4.21137625571e-38,7.23456791471e-38,1.99081646043e-18
